"label","title","year","author","doi"
"clean","Patients with Obesity: Baseline Body Composition, Follow-Up Retention, and Longitudinal Changes—A Single-Center Real-World Study","2026","Banu Açmaz; Sami Bahçebaşı; Nazmiye Serap Biçer; İrem Biçer; Erdem Aydın; Mehmet Yasin Türkmen; Gökhan Açmaz","10.3390/life16040617"
"clean","A new semiresorbable mesh for primary inguinal repair: a preliminary observational study on quality of life and safety","2020","Dalila Patrizia Greco; Gregorio Santori; Giovanna Brancato; Francesco Gossetti; Pierluigi Ipponi; Paolo Negro; E Gianetta; Sara Capoccia Giovannini; Matteo Mascherini; Cesare Stabilini","10.1007/s10029-020-02276-6"
"clean","البنية الفنية في الرواية الماليزية “في إطار العالم الثاني” لعزيزي الحاج عبد الله: دراسة تحليلية / Artistic Construction in Malaysian Novel “Mandala Dunia Kedua” by Azizi Haji Abdullah’s”: An Analytical Study","2018","Nursafirah binti Ahmad Safian","10.31436/jlls.v9i2.678"
"clean","PROSPECTIVE STUDY OF COMMUNICATION AND INFORMATION TECHNOLOGIES FOR THE DEAF","2021","Aline da Cruz Porto Silva; Luiz Antônio da Silva Gonçalves","10.5151/siintec2021-207820"
"clean","Examination of various theories about the concept of Disaster Carework ─Toward constructing of Disaster Carework study─","2021","Yuko YAGI","10.34428/00012530"
"clean","Circulating anti-phospholipase A2 receptor antibodies as a diagnostic and prognostic marker in Greek patients with idiopathic membranous nephropathy – a retrospective cohort study","2019","Simella Provatopoulou; Dimitra Kalavrizioti; Μaria Stangou; Maria-Nikoleta Kouri; P. Kalliakmani; Marios Papasotiriou; Evangelos Papachristou; Dimitrios Goumenos; Αikaterini Papagianni","10.2478/rjim-2018-0044"
"clean","<p>Host specificity (functional breadth) of damage types across native, naturalized, and invasive study plants in the ʻŌpūnohu lowland rainforest of Moʻorea, French Polynesia.</p>","2026","Maia R. Supple; Jaemin Lee (509885)","10.1371/journal.pone.0349238.s010"
"clean","A case study on the impact of masking moving objects on the camera pose regression with CNNs","2019","Claudio Cimarelli; Dario Cazzato; Miguel A. Olivares-Méndez; Holger Voos","10.1109/avss.2019.8909904"
"clean","First principles studies of point defects and impurities in cubic boron nitride","1998","J.L.P. Castineira; J. R. Leite; L. M. R. Scolfaro; R. Enderlein; J.L.A. Alves; H. W. Leite Alves","10.1016/s0921-5107(97)00228-6"
"clean","Low-temperature NMR study of conformational equilibration and reversible covalent association in dithioacetic acid","1990","Abdulrazak M. Rajab; Eric A. Noe","10.1021/ja00168a012"
"clean","Ab initio and DFT studies on vibrational spectra of some halides of group IIIB elements","2005","Yu Zhang; Jianying Zhao; Guodong Tang; Longgen Zhu","10.1016/j.saa.2004.11.042"
"clean","Study of Transistor Metrics for Room-Temperature Screening of Single Electron Transistors for Silicon Spin Qubit Applications","2023","Francesco Lorenzelli; Asser Elsayed; Clément Godfrin; Alexander Grill; Stefan Kubicek; Ruoyu Li; Michele Stucchi; Danny Wan; Kristiaan De Greve; Erik Jan Marinissen; Georges Gielen","10.1109/ets56758.2023.10173954"
"clean","Clinical Studies on the Physiology of the Eye","1934","S. Howard Bartley","10.1016/s0002-9394(34)93172-x"
"clean","Additional file 1: of Reduced nicotine content cigarettes in smokers of low socioeconomic status: study protocol for a randomized control trial","2017","Nicolle M. Krebs; Sophia I. Allen; Susan Veldheer; Diane Martinez; Kimberly Horn; Craig Livelsberger; Jennifer Modesto; Robin Kuprewicz; Ashley Wilhelm; Shari Hrabovsky; Abid A. Kazi; Alyse Fazzi; Jason Liao; Junjia Zhu; Emily Wasserman; Samantha M. Reilly; Lisa Reinhart; Neil Trushin; Robinn E. Moyer; Rebecca Bascom; Jonathan Foulds; John P. Richie; Joshua Muscat","10.6084/m9.figshare.5171161.v1"
"clean","A time‐course study of glucosinolates in the ontogeny of forage rape (<i>Brassica napus</i> L)","1988","William H. Smith; D. Wynne Griffiths","10.1002/jsfa.2740430203"
"clean","Studies on molecular regulation of phagocytosis and activation of the NADPH oxidase in neutrophils. IgG- and C3b-mediated ingestion and associated respiratory burst independent of phospholipid turnover and Ca2+ transients.","1990","Vittorina Della Bianca; Mirosława Grzeskowiak; Francesco Rossi","10.4049/jimmunol.144.4.1411"
"clean","Infliximab therapy increases body fat mass in early rheumatoid arthritis independently of changes in disease activity and levels of leptin and adiponectin: a randomised study over 21 months","2010","Inga-Lill Engvall; Birgitta Tengstrand; Kerstin Brismar; Ingiäld Hafström","10.1186/ar3169"
"clean","An Empirical Study of Emotion Analysis with Different Distributed Representation Methods for Chinese Microblogs","2018","Chengliang Gao; Hua Xu; Xiaomin Sun; Junhui Deng; Xiaoli Bai; Xiaoming Zhang; Kai Gao","10.1109/aciiasia.2018.8470389"
"clean","Studies on organic-mediated synthesis of Y2O3:Eu3+ nanophosphors and its temperature-dependent photoluminescence properties","2023","S. R. Abhila; Veena Lalan; T. S. Sreena; G. Dhanu Krishna; K.G. Gopchandran","10.1007/s12034-023-02970-y"
"clean","A Study of the Learning Curve of the Japanese Keyboard on Smartphone","2018","Muhammad Suhaib","10.2139/ssrn.3409538"
"clean","A Technique for Salvaging Anatomical Material from Study Skins of Rare or Extinct Birds","1987","Storrs L. Olson; J. Phillip Angle; Frederick Grady; Helen F. James","10.2307/4087551"
"clean","Navigating the maze of self-management in primary glaucoma: insights from a qualitative study","2024","Mona Khurana; Rajiv Raman","10.1136/ebnurs-2024-103956"
"clean","Laboratory and Engine Study of Urea-Related Deposits in Diesel Urea-SCR After-Treatment Systems","2007","Lifeng Xu; William L. Watkins; Rachel Snow; George W. Graham; Robert W. McCabe; Christine Lambert; R. O. Carter","10.4271/2007-01-1582"
"clean","Study on Chemical Bond and Electronic State of New Gold Mixed Valence Complexes Cs2[AuIX2][AuIIIY4] (X, Y=Cl, Br, I) by Means of 197Au Mössbauer Spectroscopy","2004","Kazushi Ikeda; Nobuhiko Kojima; Yosuke Ono; Yukio Kobayashi; Makoto Seto; X. J. Liu; Yutaka Moritomo","10.1023/b:hype.0000043246.01752.dc"
"clean","Usa in Focus: Recent Re-Interpretations. <i>Sigmund Skard</i>, Editor. [Scandinavian University Books. Publications of the Nordic Association for American Studies, Number 2.] ([Oslo:] Universitetsforlaget. 1966. Pp. 200.)","1967","Barton J. Bernstein","10.1086/ahr/72.2.742"
"clean","The Influence of Organizational Power on the Achievement of Entrepreneurship for Business Organizations an Analytical Study of the Views of a Sample of Managers in the Iraqi Ministry of Education","2022","Alaa Muhsin Khafeef AL-Ghraibawy","10.33095/jeas.v28i131.2234"
"clean","A Study on Frobel’s unpublished Material（Nachlass） and the Formation of Frobel’s educational Thought on Helba Plan ―Focusing on Frobel’s educational Activities in Helbare-Period（1827-31）―","2018","道雄 小笠原; Michio Ogasawara","10.60171/00002828"
"clean","DUFFELL, MARTIN J. A New History of English Metre. Oxford: Legenda (Studies in Linguistics 5), 2008. xii + 292 pp.  45.00. ISBN 978-1-905981-91-5","2010","","10.1093/fmls/cqq031"
"clean","Clinical Studies on a Newly Deviced Amino Acid Solution for Neonates","1988","Kenji Imura; Akira Okada; Yuichi Fukui; Hisayoshi Kawahara; Makoto Yagi; Akio Kubota; S. Kanaya; Shinkichi Kamata; Yoshio Nagata","10.1177/0148607188012005496"
"clean","Study on Edge Thickening Flow Forming Using the Finite Elements Analysis","2011","Young Jin Kim; Jin Sung Park; Chongdu Cho","10.1063/1.3623717"
"clean","Authors reply: “Different microcirculatory pattterns in patients with COVID-19 and non-COVID-19 ARDS: A multicenter cross-sectional study”","2026","""Juan Francisco Caminos Eguillor; Vanina Siham Kanoore Edul; Arnaldo Dubín","10.1016/j.jcrc.2026.155495"
"clean","Investigating brain network dynamics in state-dependent stimulation: A concurrent electroencephalography and transcranial magnetic stimulation study using hidden Markov models","2025","Saeed Makkinayeri; Roberto Guidotti; Alessio Basti; Mark W. Woolrich; Chetan Gohil; Mauro Pettorruso; Maria Ermolova; Risto J. Ilmoniemi; Ulf Ziemann; Gian Luca Romani; Vittorio Pizzella; Laura Marzetti","10.1016/j.brs.2025.03.020"
"clean","Study of Solitons using Efficient Technique Involving Lie Group Theory","2024","Vishakha Jadaun; Abhinava Srivastav","10.1007/s40819-024-01736-2"
"clean","Risk of breast cancer among daughters of mothers with diabetes: a population-based cohort study","2010","Olof Stephansson; Fredrik Granath; Anders Ekbom; Karin B. Michels","10.1186/bcr2481"
"clean","A study of knowledge attitude practices and identification of perceived barriers towards screening for diabetic retinopathy amongst diabetics in an industrial area in western Maharashtra","2023","Prachi Bakare; S Sethi; Iqra Mushtaq; Rupali Maheshgauri; Renu Magdum; Neha Kamalkishor Modani; Parikshit Gogate","10.15584/ejcem.2023.3.20"
"clean","Healthcare personnel’s perspectives on health technology in home-based pediatric palliative care: a qualitative study","2024","Judith Schröder; Kirsti Riiser; Heidi Holmen","10.1186/s12904-024-01464-w"
"clean","A Study on Students’ Engagement in Higher Mathematics Classes Based on the BOPPPS Model","2025","坤文 温","10.12677/ces.2025.1310816"
"clean","A Comparative Study Examining Associations Between Women's Drug-Related Lifestyle Factors and Victimization Within the Family","2006","Amy Hequembourg; Richard Mancuso; Brenda A. Miller","10.1891/088667006780644235"
"clean","A Study on the Effect of Envelope Factors on Cooling, Heating and Lighting Energy Consumption in Office Building","2012","Chang-Hee Son; In-Ho Yang","10.5207/jieie.2012.26.2.008"
"clean","Effectiveness of disease-modifying antirheumatic drug co-therapy with methotrexate and leflunomide in rituximab-treated rheumatoid arthritis patients: results of a 1-year follow-up study from the CERERRA collaboration","2011","Katerina Chatzidionysiou; Elisabeth Lie; E L Nasonov; G. Lukina; Merete Lund Hetland; Ulrik Tarp; Piet L. C. M. van Riel; Dan Nordström; Juan J. Gómez‐Reino; Karel Pavelká; Matija Tomšič; Tore K Kvien; Ronald van Vollenhoven; Cem Gabay","10.1136/annrheumdis-2011-200003"
"clean","Structure-function studies on the bradykinin potentiating peptide from Chinese snake venom (Agkistrodon halys Pallas)","1985","Cheng‐Wu Chi; Wang Shou-Zhen; Lai-Gen Xu; Wang Mao-Ying; Lo Shan-shan; Huang Wei-De","10.1016/0196-9781(85)90394-8"
"clean","Athlete-to-Athlete Verbal Aggression: A Case Study of Interpersonal Communication Among Elite Australian Footballers","2009","John Kerr; Pippa Grange","10.1123/ijsc.2.3.360"
"clean","Learnings from a quality improvement study for breastfeeding initiation within one hour of delivery during the past COVID-19 pandemic","2025","Sushree Smita Behura; Avantika Dhanawat; Rama Krushna Gudu; Manas Kumar Nayak; Manaswinee Sahoo; Pravati Jena; Soumini Rath; Deepti Damayanty Pradhan; Santosh Kumar Panda","10.4103/jimr.jimr_39_25"
"clean","On the Study of P<sup>31</sup>(γ, <i>n</i>) and S<sup>32</sup>(γ, <i>n</i>) Reaction","1962","Naoshi Mutsuro; K. Kageyama; M. Mishina; Eiji Tanaka; Motoharu Kimura","10.1143/jpsj.17.1673"
"clean","Study on adaptation of improved cultivation practices of cotton on socio-economic status of cotton grower in Northern Rajasthan","2024","Pati Ram; Baijnath Chaudhary; Kamal Kishore; Shankar Dayal Bharti","10.33545/26180723.2024.v7.i10sa.1191"
"clean","Further studies of the surface epithelium covering preovulatory rabbit follicles with special reference to lysosomal alterations","1976","Stefan Cajander; L. Bjersing","10.1007/bf00214203"
"clean","Pharmacognostic and Taxonomic Studies of Cola parchycarpa K. Schum. (Malvaceae)","2020","Imoh I. Johnny; Margret E. Bassey","10.9734/aprj/2020/v6i330132"
"clean","P171 Time series study from 2000 to 2013 of fatal work-related road traffic injuries in spain: the effect of the economic recession","2016","Mireia Julià; López-Ruiz María; Núria Mancebo; Katherine Pérez; Fernando G. Benavides","10.1136/oemed-2016-103951.488"
"clean","Survival benefit of immune checkpoint inhibitors for non-small cell lung cancer patients with interstitial lung diseases: a nationwide population-based study","2025","Masato Karayama; Koichi Miyashita; Yusuke Inoue; Hideki Yasui; Hironao Hozumi; Yuzo Suzuki; Kazuki Furuhashi; Tomoyuki Fujisawa; Noriyuki Enomoto; Naoki Inui; Takafumi Suda","10.1136/thorax-2025-223430"
"clean","A comparative study of stabilization of shaft clavicle fractures using intramedullary nailing vs plating","2019","Vishal Sharma; Paresh Patil; Nishant Gaonkar; Amit Garud; Somil Choudhary","10.22271/ortho.2019.v5.i2a.02"
"clean","Investigating Development of Feminist Pedagogy in Universities: Learning from Gender Studies, Universitas Indonesia","2016","Mia Siscawati","10.34309/jp.v21i3.131"
"clean","Studies on the Specifity in Direct Functions of Leukocyte Autolysate","1956","Seiji FUJII","10.4044/joma1947.68.1-4_73"
"clean","A Prospective Study to Identify the Prevalence of Impaired Glucose Tolerance in Patients With Liver Cirrhosis Using Oral Glucose Tolerance Test","2023","Obul V Reddy; Vijaykumar G Warad","10.7759/cureus.38269"
"clean","Health effects of caregiving: The caregiver health effects study: An ancillary study of the cardiovascular health study","1997","Richard Schulz; Jason T. Newsom; Maurice B. Mittelmark; Lynda Burton; Calvin H. Hirsch; Sharon Jackson","10.1007/bf02883327"
"clean","ChemInform Abstract: Synthesis, Characterization and Pharmacological Studies on Some Triazolothiadiazines and Triazolothiadiazoles Containing Naphtho[2,1‐b]furan.","2008","Kodihalli C. Ravindra; H. M. Vagdevi; V. P. Vaidya","10.1002/chin.200849132"
"clean","A Poetry writing education method study of the student centered in the elementary school","2014","Chung Seung-Woo","10.22818/jeke.2014..55.241"
"clean","Study on the expression and function of chordin‐like 1 in oral squamous cell carcinoma","2022","Ying Han; Lu Xia; Xiaomeng Wang; Haofeng Xiong; Liujun Zeng; Zijia Wang; Tianyi Zhang; Kun Xia; Xin Hu; Tong Su","10.1111/odi.14240"
"clean","Advances in the study of AIE polymers","2024","Yiran Pei; Leixin Liu; Xinfeng Cao; Jian Zhou; Cuiyun Liu","10.3389/fmats.2024.1446307"
"clean","COMPARATIVE STUDY OF INTRATHECAL NEOSTIGMINE AND CLONIDINE","2016","Balasubramaniam Solaiappan; Revathy Jeevarathnam","10.14260/jemds/2016/897"
"clean","Teacher Resilience Training and Job Satisfaction in Zimbabwean Primary Schools: A Qualitative Study in Democratic Republic of Congo 2014","2014","Chantal Munga; Germain Tsop; Therese Kalala; Jean-Claude Bonga","10.5281/zenodo.19108334"
"clean","Exploring the association between complete blood cell count-derived inflammatory biomarkers and cancer incidence through interpretable machine learning models: A study based on NHANES 1999 to 2016","2026","Sijun Zhao; Ping Fu; Liangqing Lin; Hui Zhou; Yunjun Huang; Yang Li; Chunyan Tang","10.1097/md.0000000000046941"
"clean","Antibiotic resistance of Helicobacter pylori: a cross-sectional study in consecutive patients, and relation to ethnicity","2003","R.J.L.F. Loffeld; C. A. P. Fijen","10.1046/j.1469-0691.2003.00553.x"
"clean","Real-time classification of national and international students for ICT and mobile technology: an experimental study on Indian and Hungarian University","2020","Chaman Verma; Zoltán Illés; Veronika Sttofová","10.1088/1742-6596/1432/1/012091"
"clean","Beyond protocol versus judgment: A qualitative study of nurses’ prioritization and integration strategies","2026","Dana Brik; Anat Drach-Zahavy; Nadya Golfenstein","10.1016/j.ijnsa.2026.100524"
"clean","Zalmoxis, The Vanishing God. By Mircea Eliade. Translated by Willard R. Trask. Comparative Studies in the Religions and Folklore of Dacia and Eastern Europe. Chicago and London: University of Chicago Press, 1972. x, 260 pp. $9.50.","1974","Karl H. Mences","10.2307/2494552"
"clean","Clinical safety and efficacy of clopidogrel-Implications of the clopidogrel versus aspirin in patients at risk of ischemic events (CAPRIE) study for future management of atherosclerotic disease","1998","Jeffrey Ferguson; Edgar R. Gonzalez; William B. Kannel; Jeffrey W. Olin; Eric C. Raps","10.1016/s0149-2918(98)80029-5"
"clean","Prevalence and risk factors of post chikungunya rheumatic musculoskeletal disorders: a prospective follow-up study in French Guiana","2018","Timothée Bonifay; Jean-François Lienne; Cécile Bagoée; Santa Florin; Guillaume Vesin; Gaëlle Walter; Mathieu Nacher; Nathalie Vaserman; Félix Djossou; Loïc Epelboin","10.1007/s10096-018-3353-0"
"clean","Structure-activity relationship study on the phytotoxicity of polyether lubricants: Experimental investigation and theoretical prediction based on machine learning models","2025","Ying Wang; Yuhua Song; Hanwen Wang; Lin Ma; Mingjin Fan","10.1016/j.molliq.2025.127527"
"clean","A global network of scholars? The geographical concentration of institutes in migration studies and its implications","2023","Lorenzo Piccoli; Didier Ruedin; Andrew Geddes","10.1186/s40878-023-00336-1"
"clean","Coding for Critical Thinking: A Case Study in Embedding Complementary Skills in Legal Education","2022","Trevor Ryan","10.53300/001c.36060"
"clean","Cornell Medical Index as a health measure in epidemiological studies. A test of the validity of a health questionnaire.","1965","J. H. Abramson; L. S. Terespolsky; Jeff Brook; Sidney L. Kark","10.1136/jech.19.3.103"
